字,音,康熙笔画,字典笔画,笔画差,五行,音调,字意,候选
温,wēn,13,12,1,土,1,一生清雅多才，刑偶伤子，中年吉祥，晚年劳神。,1
斡,wò,13,14,-1,木,2,多才贤能，温和伶俐，技术方面大吉，成功隆昌，环境良好。,2
握,wò,13,12,1,土,2,忧心劳神，事劳无功，中年吉祥，晚年劳神。,1
熙,xī,13,14,-1,水,1,破相，身弱短寿，清雅多才，中年成功隆昌，晚年安详。,1
暇,xiá,13,13,0,木,2,多忧少乐，身弱短寿，中年劳苦，晚年吉祥，福禄之字。,1
湘,xiāng,13,12,1,水,1,精明公正，清雅荣贵，中年成功隆昌，女人有爱情厄，欠子之字。,1
详,xiáng,13,8,5,金,2,温和贤能，福寿兴家，中年平凡，晚年隆昌。,2
想,xiǎng,13,13,0,金,3,有爱情烦恼，内心多忧，中年劳，晚年吉祥，保守之字。,1
新,xīn,13,13,0,金,1,多才巧智，智勇双全，一生中年多灾，晚年吉祥，名利之字。,1
绣,xiù,13,10,3,金,4,小心爱情厄，清雅秀气，配合吉则出国隆昌，凶则不幸多灾。,1
靴,xuē,13,13,0,木,1,忧心劳神，事劳无功，一生多灾，病弱短寿。,1
勋,xūn,13,9,4,土,1,刑偶伤子，晚婚吉祥，中年吉祥，晚年隆昌，环境良好。,1
询,xún,13,8,5,金,2,有爱情厄，刑偶伤子，中年吉祥，晚年劳神多病。,1
驯,xùn,13,6,7,金,4,一生清雅，奔波劳苦，中年吉祥，晚年隆昌，刑偶伤子。,1
衙,yá,13,13,0,土,2,有才能理智，清雅荣贵，中年成功隆昌，出国之字。,2
烟,yān,13,10,3,火,1,清雅伶俐，多才巧智，中年有灾，晚年吉祥。,1
扬,yáng,13,6,7,火,2,智勇双全，多才贤能，名利双收，荣贵出国，富贵之字。,2
椰,yē,13,12,1,木,1,性刚果断，刑偶伤子，中年劳或潦倒，晚年吉祥。,1
爷,yé,13,6,7,土,2,温和慈祥，有成人之美德，中年吉祥，晚年劳神。,1
业,yè,13,5,8,木,4,多才勤俭，清雅伶俐，中年吉祥，出国之格，晚年隆昌，双妻之格。,2
裔,yì,13,13,0,土,4,刑克父母，官运旺，中年劳，晚年隆昌，荣贵之字。,1
义,yì,13,3,10,木,4,多才巧智，清雅伶俐，中年吉祥，晚年隆昌，幸福之字。,2
饮,yǐn,13,7,6,土,3,刑偶欠子，命途多舛，难得幸福，短寿之字。,1
佣,yòng,13,7,6,土,2,刑偶欠子，清雅荣贵，克己助人，名利双收，贤能多才，晚年多疾。,1
雍,yōng,13,13,0,土,1,性刚果断，智勇双全，中年成功隆昌，晚年劳神，忌车怕水。,1
犹,yóu,13,7,6,土,4,多才荣贵，英雄豪爽，中年吉祥，晚年隆昌。,2
游,yóu,13,12,1,水,4,一生清雅伶俐，名利双收，中年劳，晚年吉祥，乐天之字。,1
榆,yú,13,13,0,木,2,清雅容贵，有胆有识，官运旺，中年成功隆昌，福寿兴家。,2
虞,yú,13,13,0,火,2,忧心劳神，事劳无功，中年多灾，晚年吉祥。,1
愚,yú,13,13,0,木,2,一生难幸福，百事劳苦，中年多灾，晚年吉祥。,1
愉,yú,13,12,1,金,2,一生清雅荣贵，谋为出众，官运旺，财弱，享福终世。,1
渝,yú,13,12,1,水,2,胆识兼有，清雅荣贵，官运旺，中年成功隆昌，精诚之字。,2
郁,yù,13,8,5,水,4,清雅伶俐，口快心直，中年成功隆昌，晚年昌盛安稳。,2
御,yù,13,12,1,木,4,秀气伶俐，理智充足，贵人明现，常人难受，武官吉。,1
愈,yù,13,13,0,金,4,理智充足，智勇双全，中年多劳，晚年吉祥。,1
裕,yù,13,12,1,金,4,出外吉祥，福禄双收，中年吉祥，刑偶伤子，晚年劳神。,1
预,yù,13,10,3,木,4,英雄格，清雅多才，中年吉祥，晚年隆昌，出国之字。,2
园,yuán,13,7,6,土,2,清雅荣贵，有文士之风，财官两旺，中年成功隆昌，富贵享福。,2
圆,yuán,13,10,3,土,2,秀气贤淑，少年艰难，中年吉祥，荣贵幸福。,1
载,zǎi,13,10,3,金,3,子孙兴旺，清雅伶俐，多才荣贵，中年成功隆昌，出国之字。,2
债,zhai,13,10,3,金,,二子吉祥，清雅多才，中年肯做肯劳，成功吉祥，子孙兴旺。,1
詹,zhān,13,13,0,火,1,英敏多才，清雅贤能，福禄双收，武官吉，女人薄幸。,1
照,zhào,13,13,0,火,4,胆识丰富，多才荣贵，官运旺，中年有灾，晚年隆昌。,1
斟,zhēn,13,13,0,金,1,口快心直，环境良好，刑偶欠子，中年吉祥，晚年劳神。,1
稚,zhì,13,13,0,土,4,智勇双全，清雅荣贵，福禄丰厚，名利双收，幸福之字。,2
庄,zhuāng,13,6,7,金,1,秀气巧妙，一生清雅伶俐，中年成功隆昌，晚年子孙鼎盛。,2
装,zhuāng,13,12,1,金,1,出外吉祥，刑偶伤子，晚婚吉，中年劳，晚年隆昌。,1
追,zhuī,13,9,4,火,1,忧心劳神，事劳无功，中年多灾，晚年吉祥。,1
琢,zhuó,13,12,1,火,4,出外逢贵得财，智勇双全，中年成功隆昌，环境良好。,2
资,zī,13,10,3,金,1,清雅荣贵，二子吉祥，中年隆昌，多才贤能，环境良好，秀气之字。,2
陂,bēi,13,7,6,水,1,晚婚吉庆，早婚不利，一生多灾，难幸福，晚年吉祥。,1
莠,yǒu,13,10,3,,3,一生清雅伶俐，多才巧智，刑偶欠子，晚年吉祥。,1
莞,wǎn,13,10,3,木,3,清秀巧妙，清雅温和，中年成功隆昌，出国之字，有爱情厄。,1
莨,làng,13,10,3,木,4,出外吉祥，天生聪颖，中年吉祥，晚年隆昌，幸福之字。,2
饬,chì,13,7,6,,4,多相克之字，一生清雅平凡，中年劳苦，晚年吉祥。,1
浈,zhēn,13,9,4,水,1,多才巧智，清雅荣贵，中年成功隆昌，环境良好，二子吉祥。,2
湫,qiū,13,12,1,水,1,虚荣心强，有爱情厄，中年多灾，晚年吉祥，贤能之字。,1
溆,xù,13,12,1,水,4,天生聪明，多才巧智，中年成功隆昌，荣华富贵，出国之字。,2
琪,qí,13,12,1,木,2,智勇双全，清雅荣贵，官运旺，中年成功隆昌，清秀之字。,2
琦,qí,13,12,1,木,2,有爱情厄，身弱短寿，福禄双收，中年吉祥，晚年劳神。,1
琨,kūn,13,12,1,木,1,清雅多才，英俊勤俭，中年吉祥，晚年隆昌，官旺之字。,2
琰,yǎn,13,12,1,火,3,性刚果断，一生清雅多才，中年吉祥隆昌，晚年劳神。,1
琮,cóng,13,12,1,金,4,智勇双全，名利双收，英俊荣贵，中年吉祥，晚年隆昌，官运旺。,2
琛,chēn,13,12,1,金,1,清雅荣贵，多才有能，中年成功隆昌，晚年吉祥，福寿之字。,2
楠,nán,13,13,0,木,2,刑偶或伤子，多才巧智，中年劳，晚年吉祥，女人刑夫，环境良好。,1
楫,jí,13,13,0,木,2,智勇双全，义利分明，官或财旺，中年平凡，晚年吉祥。,2
楣,méi,13,13,0,木,2,秀气贤能，一生福禄，荣贵隆昌，环境良好，晚年劳神。,1
轼,shì,13,10,3,金,4,忧心劳神，事劳无功，中年劳，晚年吉祥，荣幸之字。,1
晖,huī,13,10,3,水,1,命硬，清雅荣贵，官旺，中年平凡，晚年隆昌，环境良好。,2
暄,xuān,13,13,0,金,1,智勇双全，清雅荣贵，家声克振，成功隆昌，官旺之字。,1
暌,kuí,13,13,0,木,2,刑偶伤子，晚婚吉祥，中年劳或奔波，晚年吉祥，官旺之字。,1
毽,jiàn,13,12,1,木,4,多才巧智，清雅伶俐，中年劳或奔波，晚年吉祥。,1
歆,xīn,13,13,0,金,1,刑偶欠子，身弱多病，中年多劳，晚年吉祥。,1
炀,yáng,13,7,6,火,2,性刚口快，一生清雅，刑偶欠子，官旺，短寿之字。,1
炜,wěi,13,8,5,火,3,多才贤能，清雅荣贵，中年成功隆昌，出国之格。,2
煜,yù,13,13,0,火,4,一生清雅荣贵，勤敏多才，中年成功隆昌，出国之字，忌车怕水。,1
煊,xuān,13,13,0,火,1,清雅多才，贤能精诚，官运旺，中年有灾，晚年隆昌，出国之字。,1
祺,qí,13,12,1,木,2,英俊多才，清雅荣贵，中年吉祥，环境良好，官运旺。,2
钜,jù,13,9,4,金,4,精明公正，义利分明，官运旺，出国之字，成功隆昌。,2
钰,yù,13,10,3,金,4,清秀伶俐，有才能理智，官旺，中年吉祥，晚年隆昌。,2
钲,zhēng,13,10,3,金,1,智勇双全，精明公正，清雅荣贵，中年成功隆昌。,2
钿,diàn,13,10,3,金,4,安富尊荣，多才伶俐，中年成功隆昌，环境良好，富贵之字。,2
雉,zhì,13,13,0,火,4,一生清雅荣贵，理智充足，中年吉祥，晚年劳神。,1
稔,rěn,13,13,0,火,3,一生清雅荣贵，中年吉祥，晚年隆昌，环境良好。,2
鸠,jiū,13,7,6,水,1,忧心劳神，病弱短寿，中年劳但吉祥，晚年隆昌。,1
蜃,shèn,13,13,0,金,4,勤俭持家，中年虽劳，吉祥荣昌，子孙兴旺。,1
筵,yàn,13,12,1,木,4,智勇双全，出外吉祥，清雅荣贵，官运旺，成功隆昌，环境良好。,2
裟,shā,13,13,0,金,1,出外逢贵得财，秀气巧妙，中年吉祥，晚年劳神。,1
銎,qióng,13,14,-1,,4,清雅荣贵，学识渊博，安富尊荣，中年成功隆昌，享福之字。,2
肮,āng ,14,8,6,土,1,,
熬,áo ,14,14,0,火,2,,
搬,bān ,14,13,1,水,1,,
榜,bǎng ,14,14,0,木,3,多才巧智，清雅荣贵，成功隆昌，环境良好，子孙兴旺。,2
饱,bǎo ,14,8,6,水,3,重信用，勤俭治家，中年劳或奔波，晚年吉祥。,1
绷,bēng ,14,11,3,水,1,,
鼻,bí ,14,14,0,水,2,不祥之字，刑偶伤子，有爱情烦恼，短寿多灾，晚年吉祥。,1
碧,bì ,14,14,0,水,4,一生清荣，中年成功隆昌，环境良好，双妻之格，女人多病，短寿之格。,1
币,bì ,14,4,10,水,4,不祥之字，多灾难，一贫如洗，病弱短寿。,1
弊,bì ,14,14,0,,4,,
宾,bīn ,14,10,4,水,1,克父命，智勇双全，义利分明，中年吉祥，晚年隆昌，二子吉祥。,1
菠,bō ,14,11,3,水,1,,
搏,bó ,14,13,1,水,4,,
箔,bó ,14,14,0,水,4,,
驳,bó ,14,7,7,水,4,,
菜,cài ,14,11,3,木,4,秀气伶俐，清雅多才，身瘦温和，中年劳，晚年隆昌，荣幸之字。,1
沧,cāng ,14,7,7,水,1,身瘦多才，清雅伶俐，中年多灾，晚年享福。,1
碴,chá ,14,14,0,土,2,,
察,chá ,14,14,0,金,2,二子吉祥，清雅多才，一生平凡，晚年隆昌，保守之字。,2
尝,cháng ,14,9,5,木,2,一生荣幸，所谋如意，贵人明现，小心爱情厄，晚年隆昌。,1
畅,chàng ,14,8,6,火,4,一生清雅荣贵，天生聪颖，事业如意，环境良好。,2
尘,chén ,14,6,8,火,2,精明公正，义利分明，中年吉祥，晚年隆昌，环境良好。,2
称,chēng ,14,10,4,金,1,一生清荣多才，中年多劳，晚年吉祥，但劳神之字。,1
诚,chéng ,14,8,6,金,2,精明公正，智勇双全，名利双收，中年成功隆昌，晚年劳神。,1
逞,chěng ,14,10,4,火,3,,
绸,chóu ,14,11,3,金,4,清雅秀气，多才贤能，小心爱情厄，中年吉祥，晚年劳神。,1
瞅,chǒu ,14,14,0,,3,,
搐,chù ,14,13,1,金,4,,
椽,chuán ,14,13,1,木,2,,
绰,chuō ,14,11,3,火,1,一生清雅平凡，秀气伶俐，身弱多病，中年多灾，晚年吉祥。,1
雌,cí ,14,14,0,金,2,,
慈,cí ,14,13,1,金,2,温和贤能，多才秀气，中年吉祥，晚年隆昌但劳神。,1
粹,cuì ,14,14,0,金,4,有爱情烦恼，事劳无功，中年多灾，晚年吉祥。,1
翠,cuì ,14,14,0,金,4,小心爱情厄，清秀温和，中年多劳，晚年隆昌，幸福之字。,1
瘩,dá ,14,14,0,火,2,,
诞,dàn ,14,8,6,土,4,出外吉祥，贵人明现，中年平凡，晚年吉祥，一生清雅。,2
捣,dǎo ,14,10,4,,3,,
凳,dèng ,14,14,0,木,4,,
涤,dí ,14,10,4,水,2,温和贤淑，清雅荣贵，官运旺，环境良好，出国之字。,2
翟,zhái ,14,14,0,土,2,,
嫡,dí ,14,14,0,火,2,克父命，少年艰难，身瘦多病，中年吉祥，欠子之字，环境良好。,1
递,dì ,14,10,4,火,4,,
滇,diān ,14,13,1,水,1,温和贤淑，勤俭兴家，二子吉祥，出国之字，成功隆昌。,2
垫,diàn ,14,9,5,土,4,,
碟,dié ,14,14,0,土,2,,
逗,dòu ,14,10,4,火,2,,
睹,dǔ ,14,13,1,金,3,,
端,duān ,14,14,0,火,1,英敏多才，智勇双全，清雅荣贵，中年吉祥，环境良好。,2
对,duì ,14,5,9,火,4,刑偶伤子，中年劳，晚年吉祥，女人薄幸，再嫁守寡之字。,1
夺,duó ,14,6,8,火,4,,
尔,ěr ,14,5,9,火,3,秀气英敏，温和荣贵，中年吉祥，晚年成功隆昌，出国之字。,2
罚,fá ,14,9,5,,2,,
阀,fá ,14,9,5,金,2,性刚果断，意气用事，杀人被杀，有牢狱之灾，短寿之字。,1
菲,fēi ,14,11,3,木,1,,
_,biǎn ,14,,,,3,,
疯,fēng ,14,9,5,水,1,,
逢,féng ,14,10,4,水,2,贵人明显，出外吉祥，中年吉祥，晚年隆昌，荣贵之字。,2
凤,fèng ,14,4,10,水,4,学问丰富，官运旺，成功隆昌，富贵之字，女人有爱情厄，薄幸之字。,1
孵,fū ,14,14,0,,1,忧心劳神，外祥内苦，中年肯做肯劳，晚年吉祥。,1
福,fú ,14,13,1,水,2,一生清雅多才，福禄双收，双妻之格，中年吉祥，环境良好。,2
辅,fǔ ,14,11,3,水,3,胆识丰富，一生清雅荣贵，官运旺，成功隆昌，荣幸之字。,2
腑,fǔ ,14,12,2,水,3,,
腐,fǔ ,14,14,0,水,3,,
嘎,gā ,14,14,0,木,1,,
盖,gài ,14,11,3,木,4,,
赶,gǎn ,14,10,4,木,3,,
纲,gāng ,14,7,7,木,1,口快心直，多才巧智，武职吉，中年劳，晚年隆昌，女人有爱情厄。,1
膏,gāo ,14,14,0,木,1,,
搞,gǎo ,14,13,1,木,3,,
歌,gē ,14,14,0,木,1,出外吉祥，一生清雅，刑偶伤子，中年劳，晚年吉祥。,1
阁,gé ,14,9,5,水,2,勤俭治家，忠厚善良，上下敦睦，中年吉祥，环境良好。,2
铬,gè ,14,11,3,金,4,,
沟,gōu ,14,7,7,水,1,,
构,gòu ,14,8,6,木,2,清雅多才，义利分明，中年多劳，晚年吉祥，环境良好。,1
菇,gū ,14,11,3,木,1,,
箍,gū ,14,14,0,,1,,
鼓,gǔ ,14,13,1,木,3,忧心劳神，事劳无功，中年多灾，晚年隆昌。,1
寡,guǎ ,14,14,0,水,3,不祥之字，带刀厄，暗淡多灾，命途多舛，一贫如洗，病弱短寿。,1
褂,guà ,14,13,1,木,4,,
管,guǎn ,14,14,0,木,3,多才贤能，清雅温和，福禄双收，忌车怕水，中年劳，晚年吉祥。,1
逛,guàng ,14,10,4,木,4,,
滚,gǔn ,14,13,1,水,3,忧心劳神，出外吉祥，中年多灾，晚年吉祥。,1
_,gè ,14,,,,4,,
裹,guǒ ,14,14,0,火,3,清雅伶俐，出外吉祥，有爱情厄，中年劳，晚年吉祥。,1
菏,hé ,14,11,3,水,2,,
阂,hé ,14,9,5,水,2,,
赫,hè ,14,14,0,木,4,命硬多相克，身弱多病，中年劳，晚年吉祥。,1
瑚,hú ,14,13,1,水,2,一生清雅伶俐，智勇双全，福禄双收，一生安详，幸福之字。,2
华,huá ,14,6,8,水,2,天生聪颖，多才贤能，忌车怕水，有爱情厄，中年有灾，晚年吉祥。,1
猾,huá ,14,12,2,水,2,,
滑,huá ,14,12,2,水,2,忧心劳神，事劳无功，中年多灾，晚年享福。,1
划,huá ,14,6,8,金,2,多忧少乐，晚婚大吉，中年劳，晚年吉祥。,1
槐,huái ,14,13,1,木,2,忧心劳神，事劳无功，怀才不遇，中年劳，晚年吉祥。,1
痪,huàn ,14,12,2,水,4,,
诲,huì ,14,9,5,水,4,勤俭贤能，口才伶俐，中年吉祥，重情失败，晚年隆昌。,1
魂,hún ,14,13,1,水,2,不祥之字，多灾难，病弱短寿，中年困苦，晚年劳神。,1
伙,huǒ ,14,6,8,火,3,,
祸,huò ,14,11,3,水,2,,
箕,jī ,14,14,0,木,1,英敏佳人，贵人明现，二子吉祥，中年劳，晚年隆昌。,1
嘉,jiā ,14,14,0,木,1,清雅荣贵，成功隆昌，晚婚大吉，多才温和，出国之格。,2
监,jiān ,14,10,4,土,1,不祥之字，忧心劳神，身弱短寿，中年多灾，难幸福。,1
笺,jiān ,14,11,3,木,1,外祥内苦，身弱多病，中年劳，晚年吉祥，短寿之字。,1
奖,jiǎng ,14,9,5,火,3,有爱情厄，奔波劳苦，中年多劳，晚年吉祥。,1
降,jiàng ,14,8,6,木,4,忧心劳神，出外吉祥，中年多劳，晚年隆昌。,1
铰,jiǎo ,14,11,3,金,3,,
侥,yáo ,14,8,6,木,2,勤俭治家，家声克振，重义信用，福禄双收，刑偶出外之字。,1
饺,jiǎo ,14,9,5,,3,,
酵,jiào ,14,14,0,,4,,
截,jié ,14,14,0,木,2,,
竭,jié ,14,14,0,木,2,,
诫,jiè ,14,9,5,木,4,忧心劳神，事劳无功，中年多灾，晚年吉祥，小心牢狱之灾。,1
紧,jǐn ,14,10,4,木,3,忧心劳神，事劳无功，中年多灾，身弱短寿。,1
尽,jìn ,14,6,8,火,4,清雅伶俐，刑偶欠子，有爱情烦恼，再嫁守寡之字。,1
精,jīng ,14,14,0,金,1,胆识丰富，官或财旺，一生荣贵隆昌，环境良好，女人刑夫。,1
境,jìng ,14,14,0,土,4,英敏多才，清雅荣贵，福禄双收，名利有份，出外大吉，荣贵之字。,2
_,chēn ,14,,,,1,,
菊,jú ,14,11,3,木,2,小心爱情烦恼，清秀伶俐，多才荣贵，中年吉祥，晚年隆昌。,1
_,cǎi ,14,,,金,3,,
聚,jù ,14,14,0,金,4,忧心劳神，事劳无功，一生多灾，晚年吉祥。,1
菌,jūn ,14,11,3,木,1,,
郡,jùn ,14,9,5,木,4,一生出外吉祥，奔波劳苦，中年多劳，晚年吉祥隆昌。,1
酷,kù ,14,14,0,木,4,,
筷,kuài ,14,13,1,木,4,,
魁,kuí ,14,13,1,木,2,智勇双全，清雅荣贵，中年吉祥，晚年隆昌，福寿兴家。,2
愧,kuì ,14,12,2,木,4,,
辣,là ,14,14,0,火,4,秀气伶俐，口快心直，勤俭治家，小心爱情厄，吉祥幸福。,1
莱,lái ,14,10,4,木,2,,
滥,làn ,14,13,1,水,4,,
榔,láng ,14,12,2,木,2,性刚果断，刑偶伤子，中年多灾，晚年吉祥。,1
郎,láng ,14,8,6,火,2,性刚有英雄气派，晚婚吉祥，中年平，晚年吉祥，清雅多才，忌车怕水。,1
漓,lí ,14,13,1,水,2,,
连,lián ,14,7,7,火,2,出外吉祥，贵人明现，福禄双收，名利永在，女人不幸多灾。,1
僚,liáo ,14,14,0,火,2,清雅多才，二子吉祥，中年多灾，晚年吉祥，重情失败。,1
寥,liáo ,14,14,0,火,2,,
廖,liào ,14,14,0,火,4,,
菱,líng ,14,11,3,木,2,出外逢贵得财，中年吉祥，晚年隆昌，贤能多才，老来劳神。,1
领,lǐng ,14,11,3,火,3,刑偶伤子，中年多灾，有爱情厄，晚年吉祥，小心牢狱之灾，女人吉祥。,1
溜,liū ,14,13,1,水,1,多才贤能，福禄双收，名利俱全，中年隆昌，晚年劳神。,1
榴,liú ,14,14,0,木,2,学识丰富，多才贤能，出国之格，成功隆昌，环境良好。,2
绿,lǜ ,14,11,3,火,4,清秀多才，中年平凡，晚年吉祥，女人不幸，再嫁之字。,1
纶,lún ,14,7,7,火,2,克偶伤子，再嫁守寡，中年多灾，晚年吉祥。,1
裸,luǒ ,14,13,1,火,3,,
嘛,ma ,14,14,0,水,,,
么,me ,14,3,11,水,,,
酶,méi ,14,14,0,水,2,,
萌,méng ,14,11,3,木,2,幼年辛苦，英雄之格，忌车怕水，中年小心，晚年吉祥。,1
蜜,mì ,14,14,0,水,4,环境良好，温和多才，有爱情厄，中年平，晚年隆昌。,1
绵,mián ,14,11,3,水,2,一生清雅荣贵，多才贤能，环境良好，女人秀气贤淑，忌水厄。,1
瞄,miáo ,14,13,1,水,2,,
灭,miè ,14,5,9,水,4,不祥之字，刑克父母，潦倒一生，短寿多灾。,1
闽,mǐn ,14,9,5,水,3,忧心劳神，刑偶伤子，中年多劳，晚年吉祥，幼年多灾。,1
鸣,míng ,14,8,6,水,2,清雅伶俐，秀气温和，中年吉祥，晚年隆昌，福禄之字。,2
铭,míng ,14,11,3,金,2,智勇双全，精明公正，福禄双收，名利有份，安享尊荣之字。,2
寞,mò ,14,13,1,水,2,,
陌,mò ,14,8,6,水,2,才识卓越，气度恢弘，清雅荣贵，成功隆昌，享福终世。,2
墓,mù ,14,13,1,木,4,,
幕,mù ,14,13,1,木,4,忧心劳神，事劳无功，中年潦倒，晚年吉祥。,1
嫩,nèn ,14,14,0,火,4,多才秀气，肯做肯劳，勤俭治家，中年吉祥，晚年隆昌。,1
溺,nì ,14,13,1,水,4,,
宁,níng ,14,5,9,火,2,温和贤淑，多才巧智，中年成功隆昌，荣贵之字。,2
呕,ǒu ,14,7,7,土,3,,
碰,pèng ,14,13,1,土,4,,
脾,pí ,14,12,2,水,2,,
_,biàn ,14,,,,4,,
萍,píng ,14,11,3,水,2,清雅秀气，多才贤能，中年吉祥，小心为爱情失身，成功出国之字。,2
颇,pō ,14,11,3,水,1,,
菩,pú ,14,11,3,木,2,,
齐,qí ,14,6,8,金,2,清雅多才，学识渊博，中年吉祥，晚年劳神。,1
旗,qí ,14,14,0,木,2,性刚口快，一生多灾，中年多劳，奔波潦倒，晚年劳神。,1
堑,qiàn ,14,11,3,土,4,,
歉,qiàn ,14,14,0,木,4,,
枪,qiāng ,14,8,6,木,1,智勇双全，福禄双收，中年吉祥，晚年隆昌，双妻之格。,1
腔,qiāng ,14,12,2,金,1,,
抢,qiǎng ,14,7,7,金,3,,
敲,qiāo ,14,14,0,木,1,,
侨,qiáo ,14,8,6,木,2,刑偶伤子，一生清雅荣贵，中年吉祥，晚年劳神。,1
寝,qǐn ,14,13,1,金,3,,
轻,qīng ,14,9,5,木,1,忧心劳神，事劳无功，怀才不遇，身弱短寿，忌车怕水。,1
_,chuí ,14,,,木,2,,
_,bào ,14,,,木,4,,
_,běng ,14,,,木,3,,
认,rèn ,14,4,10,金,4,忧心劳神，病弱短寿，一生多灾，有爱情厄，晚年吉祥。,1
荣,róng ,14,9,5,木,4,吉凶分明，吉则清雅荣贵，成功隆昌，凶则杀人被杀，有牢狱之灾，恶死凶亡。,1
熔,róng ,14,14,0,火,4,,
溶,róng ,14,13,1,水,4,清雅秀气，福禄双收，名利分明，中年成功隆昌，享福之字。,2
瑞,ruì ,14,13,1,金,4,英俊才人，多才荣贵，教育界大吉，成功隆昌，女人身瘦多厄。,1
瑟,sè ,14,13,1,木,4,理智充足，清雅秀气，中年平凡，晚年隆昌，子孙兴旺。,2
僧,sēng ,14,14,0,金,1,温和伶俐，一生清雅多才，中年吉祥，晚年隆昌。,2
煽,shān ,14,14,0,,1,,
裳,shang ,14,14,0,火,,天生聪颖，刑偶伤子，晚婚大吉，清雅荣贵，中年成功隆昌，出国之字。,1
韶,sháo ,14,14,0,金,2,带刀厄，刑偶伤子，福禄双收，中年吉祥，晚年隆昌。,1
赊,shē ,14,11,3,金,1,,
慎,shèn ,14,13,1,金,4,福禄双收，智能非凡，二子吉祥，中年平，晚年隆昌。,1
誓,shì ,14,14,0,金,4,福禄双收，口快伤人，杀人被杀，有牢狱之灾，女人再嫁。,1
逝,shì ,14,10,4,金,4,,
饰,shì ,14,8,6,金,4,聪明伶俐，清雅多灾，中年虽成功隆昌，晚年劳神。,1
寿,shòu ,14,7,7,金,2,环境良好，财官两旺，身弱多病，晚年劳神。,1
署,shǔ ,14,13,1,金,3,忧心劳神，刑偶伤子，中年劳，晚年吉祥，子孙兴旺。,1
墅,shù ,14,14,0,土,4,,
说,shuō ,14,9,5,金,1,出外吉祥，智勇双全，中年吉祥，环境良好，女人多灾，薄幸之字。,1
硕,shuò ,14,11,3,土,2,清雅荣贵，多才贤能，中年吉祥，晚年隆昌，二子吉祥。,2
饲,sì ,14,8,6,水,4,一生清雅多才，勤俭伶俐，小心爱情厄，中年劳，晚年吉祥。,1
诵,sòng ,14,9,5,金,2,一生清雅伶俐，秀气多才，中年平，晚年吉祥。,2
嗽,sòu ,14,14,0,,2,,
速,sù ,14,10,4,金,4,出外吉祥，一生多才清雅，中年劳，晚年吉祥，小心爱情厄。,1
僳,sù ,14,14,0,金,4,,
溯,sù ,14,13,1,水,4,,
酸,suān ,14,14,0,金,1,清雅多才，勤俭贤能，中年吉祥，出外大吉，女人薄幸。,1
算,suàn ,14,14,0,木,4,幼年艰难，刑偶欠子，清雅多才，中年劳，晚年吉祥。,1
损,sǔn ,14,10,4,金,3,,
台,tái ,14,5,9,火,2,一生清雅，技术大吉，中年奔波，成功隆昌，晚年享福。,1
态,tài ,14,8,6,火,4,身闲心苦，身弱多病，中年劳或潦倒，晚年吉祥。,1
摊,tān ,14,13,1,火,1,,
碳,tàn ,14,14,0,土,4,,
叹,tàn ,14,5,9,火,4,命途多舛，一生清雅多才，薄幸多灾，短寿多灾难之字。,1
搪,táng ,14,13,1,火,2,,
趟,tàng ,14,15,-1,火,4,,
滔,tāo ,14,13,1,水,1,,
萄,táo ,14,11,3,木,2,,
惕,tì ,14,11,3,火,4,,
舔,tiǎn ,14,14,0,,3,,
通,tōng ,14,10,4,火,1,口快伶俐，刑偶伤子，出外大吉，中年劳，晚年吉祥。,1
铜,tóng ,14,11,3,金,4,多才温和，晚婚迟得子吉，福禄双收，名利有份，环境良好，女人短寿。,1
透,tòu ,14,10,4,火,2,奔波劳苦，有爱情厄，中年多劳，晚年吉祥。,1
图,tú ,14,8,6,火,2,一生多才贤能，理智充足，出外大吉，中年吉祥，晚年劳神。,1
途,tú ,14,10,4,金,2,,
团,tuán ,14,6,8,火,2,忧心劳神，怀才不遇，中年劳，晚年吉祥。,1
网,wǎng ,14,6,8,水,3,有爱情烦恼或失身多厄，刑偶伤子，再嫁守寡。,1
维,wéi ,14,11,3,土,2,,
萎,wěi ,14,11,3,木,3,,
伪,wěi ,14,6,8,木,3,忧心劳神，事劳无功，中年多灾，晚年吉祥，有才无运。,1
瘟,wēn ,14,14,0,水,1,,
闻,wén ,14,9,5,水,2,有爱情厄，清雅伶俐，晚婚大吉，欠子之字，晚年隆昌。,1
_,bǎn ,14,,,,3,,
诬,wū ,14,9,5,土,1,,
舞,wǔ ,14,14,0,水,3,多才巧智，秀气伶俐，中年多劳，晚年吉祥，环境良好，刑偶伤子。,1
误,wù ,14,9,5,土,4,,
溪,xī ,14,13,1,水,1,事业如意，中年成功隆昌，福禄双收，双妻之命，晚年劳神。,1
铣,xǐ ,14,11,3,金,3,,
衔,xián ,14,11,3,金,2,精明公正，操守廉正，中年成功隆昌，名利双收，富贵之字。,2
限,xiàn ,14,8,6,金,4,,
线,xiàn ,14,8,6,金,4,一生清雅多才，良善积德，忠厚温和，中年吉祥，女人身弱短寿。,1
像,xiàng ,14,13,1,金,4,性刚口快，慷慨待人，中年劳或奔波，晚年吉祥，双妻之格。,1
鞋,xié ,14,15,-1,土,2,,
携,xié ,14,13,1,水,2,,
熊,xióng ,14,14,0,水,4,胆识丰富，智勇双全，中年吉祥，晚年隆昌，荣贵之字。,2
墟,xū ,14,14,0,土,1,,
